序号,代码,名称,最新价 2026.05.08,涨跌幅(%) 2026.05.08,市净率PB(LF) 2026.05.08,市场码,市场名,市盈率(TTM) 2026.05.08,市盈率估值状态 2026.05.08,指数小类,涨跌额(元) 2026.05.08,最高价(元) 2026.05.08,最低价(元) 2026.05.08,换手率(%) 2026.05.08,量比 2026.05.08,成交量(股) 2026.05.08,成交额 2026.05.08,总市值(元) 2026.05.08
830,932536,航运发展,2562.99,1.48,1.62,2,CSI,20.93,估值中等,中证指数,37.38,2567.11,2510.34,0.00,1.21,35.16亿,360.27亿,2.52万亿
831,399235,建筑指数,1204.62,0.07,1.62,0,SZ,52.75,估值较低,深证指数,0.85,1208.88,1187.36,0.00,1.25,13.63亿,122.43亿,2614.42亿
832,931133,经济蓝筹,8867.73,0.00,1.62,2,CSI,16.15,估值较低,中证指数,0.34,8892.21,8826.81,0.00,0.99,285.14亿,6843.79亿,53.37万亿
833,932366,300现金流,3515.50,-0.32,1.62,2,CSI,14.94,估值较低,中证指数,-11.26,3525.06,3501.92,0.00,0.89,40.38亿,664.19亿,13.36万亿
834,000959,银河99,7942.53,-0.38,1.61,1,SH,13.19,估值较低,上证指数,-30.47,7975.77,7923.67,0.00,0.87,82.82亿,3778.97亿,38.94万亿
835,931258,东证价值,6679.96,-0.66,1.61,2,CSI,14.87,估值较低,中证指数,-44.26,6711.41,6641.72,0.00,1.03,69.26亿,1032.33亿,7.19万亿
836,932365,中证现金流,5535.73,-0.19,1.60,2,CSI,15.28,估值较低,中证指数,-10.27,5549.50,5516.39,0.00,0.91,36.70亿,449.22亿,6.57万亿
837,932368,800现金流,5387.61,-0.24,1.60,2,CSI,15.19,估值较低,中证指数,-12.76,5401.94,5368.65,0.00,0.93,30.07亿,386.07亿,6.36万亿
838,399629,700价值,3197.88,-0.14,1.60,0,SZ,25.23,估值较低,深证指数,-4.39,3218.62,3180.35,0.00,1.06,75.66亿,1008.78亿,3.46万亿
839,H50035,沪智交通,2536.02,2.14,1.59,2,SH,36.43,估值中等,中证指数,53.21,2546.85,2460.59,0.00,1.25,10.46亿,307.67亿,8441.18亿
840,931134,AH经济蓝筹人民币,6787.73,-0.31,1.58,2,CSI,15.88,估值较低,中证指数,-21.02,6796.79,6755.76,0.00,1.04,321.70亿,7745.43亿,76.87万亿
841,931243,诚通央企ESG,1884.83,1.08,1.58,2,CSI,17.12,估值中等,中证指数,20.16,1885.28,1851.30,0.00,0.95,32.77亿,716.05亿,10.39万亿
842,000113,380公用,3414.23,0.80,1.57,1,SH,18.21,估值中等,上证指数,26.95,3483.29,3387.53,0.00,1.82,42.00亿,194.26亿,6210.90亿
843,399672,深红利50,4111.73,0.23,1.55,0,SZ,14.17,估值较低,深证指数,9.51,4119.56,4094.92,0.00,0.78,12.64亿,132.59亿,1.19万亿
844,000090,上证流通,1551.72,-0.04,1.53,1,SH,17.77,估值较低,上证指数,-0.58,1552.80,1540.66,0.00,1.07,684.19亿,1.29万亿,79.91万亿
845,000017,新综指,3533.05,0.00,1.53,1,SH,17.77,估值较低,上证指数,-0.14,3535.70,3511.31,0.00,1.07,684.19亿,1.29万亿,79.91万亿
846,000002,A股指数,4383.17,0.00,1.53,1,SH,17.77,估值较低,上证指数,-0.18,4386.45,4356.19,0.00,1.07,696.52亿,1.33万亿,79.88万亿
847,000888,上证收益,4794.75,0.00,1.53,1,SH,17.77,估值较低,上证指数,-0.07,4798.31,4765.26,0.00,1.07,697.02亿,1.33万亿,79.97万亿
848,000001,上证指数,4179.95,0.00,1.53,1,SH,17.77,估值较低,上证指数,-0.14,4183.06,4154.25,0.00,1.07,697.02亿,1.33万亿,79.97万亿
849,000046,上证中小,5590.85,0.02,1.52,1,SH,17.79,估值较低,上证指数,1.01,5596.07,5549.63,0.00,1.14,283.79亿,5463.60亿,34.25万亿
850,399689,深成公用,1047.00,-0.36,1.51,0,SZ,22.77,估值较低,深证指数,-3.83,1069.14,1043.15,0.00,0.98,12.00亿,113.98亿,7748.96亿
851,399622,深证公用,2082.25,-0.40,1.51,0,SZ,21.20,估值较低,深证指数,-8.45,2125.15,2073.75,0.00,0.96,12.80亿,122.54亿,8367.18亿
852,H50004,180可选,2089.51,0.69,1.50,2,SH,20.85,估值中等,中证指数,14.30,2103.02,2067.55,0.00,0.98,2.84亿,127.46亿,1.30万亿
853,399237,运输指数,1098.85,1.13,1.50,0,SZ,19.90,估值中等,深证指数,12.25,1101.79,1082.81,0.00,1.15,6.91亿,72.41亿,6868.59亿
854,000159,沪股通,3917.93,-0.11,1.50,1,SH,17.07,估值较低,上证指数,-4.26,3920.78,3890.11,0.00,1.07,596.53亿,1.16万亿,76.95万亿
855,931382,智选300ESG领先,1654.97,-0.94,1.50,2,CSI,14.84,估值较低,中证指数,-15.72,1664.75,1648.66,0.00,0.91,65.85亿,2150.44亿,25.41万亿
856,H30198,油气产业,2697.97,0.06,1.49,2,CSI,16.23,估值较低,中证指数,1.49,2705.68,2667.14,0.00,0.99,32.49亿,352.66亿,6.10万亿
857,931395,沪港深300,1770.68,-0.70,1.49,2,CSI,14.83,估值较低,中证指数,-12.49,1774.26,1763.39,0.00,0.98,236.22亿,6881.44亿,83.74万亿
858,000861,央企创新,2834.56,0.23,1.48,2,CSI,16.62,估值较低,中证指数,6.37,2834.98,2805.38,0.00,1.33,107.45亿,1739.02亿,16.61万亿
859,932077,全指能源行业,2800.27,-1.02,1.48,2,CSI,16.23,估值较低,中证指数,-28.92,2838.67,2796.28,0.00,0.85,29.96亿,274.12亿,7.04万亿
860,000986,全指能源,2747.13,-1.03,1.48,1,SH,16.23,估值较低,上证指数,-28.45,2785.24,2744.35,0.00,0.85,29.96亿,274.12亿,7.04万亿
861,932420,智选船舶产业,1738.12,0.23,1.48,2,CSI,21.77,估值中等,中证指数,4.01,1751.36,1714.58,0.00,1.05,25.68亿,358.08亿,1.70万亿
862,931586,300价值稳健,7691.16,-0.37,1.48,2,CSI,13.05,估值较低,中证指数,-28.85,7714.82,7669.67,0.00,0.89,64.51亿,1411.45亿,26.62万亿
863,000928,800能源,3458.67,-1.10,1.47,1,SH,15.43,估值较低,上证指数,-38.33,3507.36,3454.12,0.00,0.83,16.20亿,173.01亿,6.73万亿
864,399928,800能源,3458.67,-1.10,1.47,0,SZ,15.43,估值较低,深证指数,-38.33,3507.36,3454.12,0.00,0.83,16.20亿,173.01亿,6.73万亿
865,931799,国寿资产ESG绿色低碳100,1381.57,-0.89,1.47,2,CSI,14.29,估值较低,中证指数,-12.44,1390.24,1377.55,0.00,0.90,66.00亿,2417.34亿,27.18万亿
866,H30124,安中动态,1942.56,-0.46,1.47,2,CSI,14.71,估值较低,中证指数,-9.02,1946.74,1932.74,0.00,1.02,251.72亿,7165.46亿,69.29万亿
867,933000,沪深300(净)HKD(CNH),8536.51,-0.60,1.47,2,CSI,14.71,估值较低,中证指数,-51.66,8560.29,8494.36,0.00,1.02,251.72亿,8248.52亿,69.29万亿
868,931598,中银证券300ESG,1573.33,-0.56,1.47,2,CSI,14.71,估值较低,中证指数,-8.83,1578.22,1566.46,0.00,1.02,251.72亿,7165.46亿,69.29万亿
869,931359,沪深300AUD(CNH),6356.38,-0.24,1.47,2,SH,14.71,估值较低,中证指数,-15.31,6388.66,6337.29,0.00,1.02,251.72亿,1457.81亿,69.29万亿
870,000300,沪深300,4871.91,-0.58,1.47,1,SH,14.71,估值较低,上证指数,-28.60,4887.21,4849.99,0.00,1.02,251.72亿,7165.46亿,69.29万亿
871,399300,沪深300,4871.91,-0.58,1.47,0,SZ,14.71,估值较低,深证指数,-28.60,4887.21,4849.99,0.00,1.02,251.72亿,7165.46亿,69.29万亿
872,H50001,180能源,2514.95,-0.92,1.47,2,SH,14.61,估值较低,中证指数,-23.33,2553.79,2511.51,0.00,0.81,7.19亿,92.02亿,6.04万亿
873,H50009,180电信,2393.31,2.73,1.46,2,SH,17.24,估值中等,中证指数,63.52,2402.28,2322.84,0.00,1.27,7.68亿,203.59亿,3.10万亿
874,930839,HK高股息港元,3630.36,-0.13,1.46,2,CSI,11.00,估值中等,中证指数,-4.71,3637.36,3607.81,0.00,0.86,6.44亿,107.48亿,4.42万亿
875,000908,300能源,2605.69,-0.92,1.46,1,SH,14.69,估值较低,上证指数,-24.17,2646.35,2602.26,0.00,0.78,8.06亿,99.40亿,6.15万亿
876,399974,国企改革,2002.64,-0.46,1.46,0,SZ,16.64,估值较低,深证指数,-9.22,2005.80,1989.47,0.00,1.01,84.01亿,2257.44亿,18.01万亿
877,000070,能源等权,3292.42,-0.90,1.46,1,SH,15.38,估值较低,上证指数,-30.03,3359.77,3289.84,0.00,0.86,22.79亿,207.68亿,6.70万亿
878,000032,上证能源,2234.44,-0.97,1.46,1,SH,15.38,估值较低,上证指数,-21.78,2272.32,2232.31,0.00,0.86,22.79亿,207.68亿,6.70万亿
879,931248,油气资源,1220.50,0.50,1.45,2,CSI,15.49,估值较低,中证指数,6.05,1225.11,1204.52,0.00,1.02,27.16亿,289.89亿,5.37万亿
880,000860,结构调整,1327.44,0.08,1.45,1,CSI,16.26,估值较低,上证指数,1.05,1328.19,1318.32,0.00,1.22,92.36亿,1482.04亿,17.96万亿
881,000162,沪互联+,3550.00,0.69,1.42,1,SH,13.85,估值较低,上证指数,24.15,3551.04,3517.97,0.00,0.93,21.59亿,640.14亿,4.92万亿
882,931840,大盘蓝筹25USD,1745.77,-0.80,1.42,2,CSI,12.42,估值较低,中证指数,-14.14,1755.92,1738.47,0.00,0.86,25.88亿,187.56亿,25.21万亿
883,931791,大盘蓝筹25,1915.46,-0.82,1.42,2,CSI,12.42,估值较低,中证指数,-15.87,1927.68,1908.32,0.00,0.86,25.88亿,1275.75亿,25.21万亿
884,931477,华夏银行ESG,1532.53,-0.46,1.42,2,CSI,12.95,估值较低,中证指数,-7.09,1537.89,1525.00,0.00,0.94,85.89亿,3049.63亿,35.25万亿
885,000055,上证地企,1548.40,-0.28,1.42,1,SH,12.99,估值较低,上证指数,-4.32,1551.29,1538.04,0.00,0.82,37.07亿,839.18亿,9.01万亿
886,801960,石油石化(申万),2928.84,-0.41,1.42,62,SWI,22.01,估值较低,申万一级行业,-12.13,2957.36,2917.47,0.00,0.88,21.85亿,206.03亿,5.40万亿
887,H50026,沪医药红,7885.87,0.60,1.41,2,SH,15.69,估值中等,中证指数,47.14,7898.23,7841.95,0.00,0.88,2.71亿,35.83亿,4432.47亿
888,931823,国资央企50,1295.45,0.19,1.41,2,CSI,16.05,估值较低,中证指数,2.46,1295.76,1288.27,0.00,1.00,50.90亿,849.62亿,14.69万亿
889,000138,380低贝,8555.47,0.09,1.41,1,SH,17.73,估值中等,上证指数,7.75,8612.94,8512.87,0.00,0.89,25.17亿,292.48亿,2.71万亿
890,H30352,500价值,11038.45,-0.40,1.40,2,CSI,17.67,估值较低,中证指数,-44.15,11102.77,10958.05,0.00,1.16,99.85亿,989.89亿,5.43万亿
891,931587,500价值稳健,22928.74,0.10,1.39,2,CSI,18.28,估值中等,中证指数,23.30,22999.35,22810.30,0.00,0.92,29.60亿,353.53亿,2.92万亿
892,931381,中证长三角,2083.48,-0.45,1.39,2,CSI,14.30,估值较低,中证指数,-9.33,2093.85,2077.53,0.00,0.94,50.52亿,1562.75亿,9.96万亿
893,H30366,高息策略,5442.51,-0.16,1.38,2,CSI,12.83,估值较低,中证指数,-8.49,5471.37,5427.71,0.00,0.78,28.21亿,472.84亿,13.12万亿
894,931463,300ESG,1303.49,-0.43,1.38,2,CSI,13.41,估值较低,中证指数,-5.63,1307.55,1298.03,0.00,1.03,194.17亿,5554.91亿,60.19万亿
895,H50032,沪城交通,2517.88,0.64,1.38,2,SH,25.20,估值中等,中证指数,16.00,2521.37,2488.06,0.00,1.03,27.55亿,579.63亿,2.45万亿
896,931588,1000价值稳健,37178.54,0.12,1.37,2,CSI,25.44,估值中等,中证指数,45.23,37266.05,36994.04,0.00,0.98,40.52亿,386.56亿,1.89万亿
897,000160,沪新丝路,2469.97,0.30,1.37,1,SH,16.18,估值中等,上证指数,7.38,2472.75,2447.11,0.00,1.20,101.14亿,1410.79亿,10.16万亿
898,000047,上证全指,4124.64,-0.34,1.37,1,SH,14.29,估值较低,上证指数,-14.19,4127.28,4099.31,0.00,1.08,334.28亿,7275.65亿,62.71万亿
899,931052,国信价值,3766.76,0.13,1.36,2,CSI,10.76,估值较低,中证指数,4.83,3768.12,3747.54,0.00,0.87,30.15亿,798.57亿,12.32万亿
900,801170,交通运输(申万),2278.23,1.26,1.36,62,SWI,18.47,估值中等,申万一级行业,28.44,2282.72,2240.28,0.00,1.39,56.93亿,361.43亿,3.39万亿
901,H11043,AMAC交运,1835.44,1.10,1.36,2,CSI,17.15,估值中等,中证指数,19.88,1839.16,1807.48,0.00,1.23,40.46亿,316.95亿,3.17万亿
902,H50029,沪通信红,11341.79,0.08,1.35,2,SH,15.81,估值中等,中证指数,8.92,11392.58,11326.51,0.00,0.99,4.21亿,50.54亿,2.98万亿
903,000945,内地运输,1490.16,1.04,1.35,1,CSI,17.83,估值中等,上证指数,15.30,1494.13,1467.53,0.00,1.16,23.08亿,206.53亿,2.43万亿
904,000043,超大盘,2658.80,-1.27,1.34,1,SH,11.91,估值较低,上证指数,-34.22,2679.38,2650.31,0.00,0.85,21.28亿,1053.97亿,18.21万亿
905,H30171,运输指数,1636.67,0.99,1.34,2,CSI,18.59,估值中等,中证指数,15.97,1639.89,1613.34,0.00,1.29,43.60亿,351.30亿,3.18万亿
906,931132,诚通央企红利,1774.60,0.38,1.34,2,CSI,14.29,估值较低,中证指数,6.75,1776.44,1759.73,0.00,0.98,37.52亿,481.24亿,12.10万亿
907,H30362,基本300,7112.16,-0.27,1.34,2,CSI,12.73,估值较低,中证指数,-19.53,7138.51,7081.02,0.00,1.06,260.17亿,4587.42亿,56.22万亿
908,000065,上证龙头,3793.40,0.23,1.34,1,SH,13.09,估值较低,上证指数,8.70,3798.63,3768.47,0.00,0.89,88.67亿,2139.50亿,31.50万亿
909,000104,380能源,1506.13,-0.89,1.33,1,SH,26.17,估值较低,上证指数,-13.60,1538.52,1502.81,0.00,0.84,8.10亿,59.31亿,5139.43亿
910,931476,ESG120策略,1475.29,-0.49,1.32,2,CSI,12.07,估值较低,中证指数,-7.21,1480.08,1468.37,0.00,0.91,88.32亿,3232.71亿,44.40万亿
911,930716,CS物流,1304.69,0.90,1.32,2,CSI,18.80,估值中等,中证指数,11.64,1308.66,1286.58,0.00,1.21,25.51亿,242.40亿,1.78万亿
912,H50022,沪材料红,8606.22,0.46,1.32,2,SH,19.35,估值中等,中证指数,39.27,8612.13,8509.45,0.00,0.95,11.97亿,207.42亿,1.09万亿
913,H30052,AMAC石化,1005.55,0.64,1.31,2,CSI,-23.31,估值较低,中证指数,6.36,1007.08,996.63,0.00,0.78,3.54亿,21.83亿,1233.54亿
914,931375,300质量低波,17228.77,-0.96,1.31,2,CSI,10.49,估值较低,中证指数,-167.62,17334.17,17112.29,0.00,0.91,40.58亿,1024.40亿,17.56万亿
915,932592,互联互通中国50,1576.60,-0.93,1.31,2,CSI,11.98,估值较低,中证指数,-14.73,1582.90,1572.36,0.00,0.80,46.37亿,1917.37亿,45.18万亿
916,932537,互联互通中国50SGD,2044.18,-0.73,1.31,2,CSI,11.98,估值较低,中证指数,-14.96,2052.07,2038.93,0.00,0.80,46.37亿,357.66亿,45.18万亿
917,932501,互联互通中国50人民币中间价,1591.51,-0.93,1.31,2,CSI,11.98,估值较低,中证指数,-14.92,1597.85,1587.13,0.00,0.80,46.37亿,1920.00亿,45.18万亿
918,932462,互联互通中国50USD,1436.54,-0.95,1.31,2,CSI,11.98,估值较低,中证指数,-13.83,1441.91,1432.39,0.00,0.80,46.37亿,281.83亿,45.18万亿
919,932444,互联互通中国50HKD,1450.18,-0.99,1.31,2,CSI,11.98,估值较低,中证指数,-14.44,1455.93,1446.05,0.00,0.80,46.37亿,2206.53亿,45.18万亿
920,H30537,淘金100,14039.24,-0.61,1.30,2,CSI,15.34,估值中等,中证指数,-85.98,14101.67,13945.70,0.00,0.88,38.34亿,1995.26亿,7.24万亿
921,H50012,沪长三角,2996.39,-0.32,1.30,2,SH,15.19,估值中等,中证指数,-9.71,3002.76,2991.13,0.00,0.99,39.79亿,1109.58亿,6.42万亿
922,930767,沪深300优选人民币,6680.33,-0.75,1.30,2,CSI,13.07,估值较低,中证指数,-50.59,6700.41,6648.53,0.00,0.93,179.06亿,5959.67亿,61.57万亿
923,000118,380价值,10665.49,0.01,1.30,1,SH,17.39,估值中等,上证指数,1.14,10718.09,10596.87,0.00,1.20,74.14亿,552.73亿,3.52万亿
924,000970,ESG 40,1830.44,0.07,1.29,1,CSI,11.78,估值中等,上证指数,1.28,1830.93,1818.14,0.00,0.84,31.88亿,588.47亿,11.40万亿
925,801790,非银金融(申万),1837.26,-0.51,1.29,62,SWI,11.87,估值较低,申万一级行业,-9.50,1845.27,1832.93,0.00,0.75,34.95亿,426.33亿,7.26万亿
926,931231,央企红利50,1840.72,0.16,1.28,2,CSI,14.37,估值较低,中证指数,2.99,1847.34,1831.08,0.00,0.89,34.11亿,414.34亿,11.89万亿
927,000980,中证超大,3324.59,-0.77,1.28,1,CSI,11.66,估值较低,上证指数,-25.75,3342.57,3318.57,0.00,0.80,46.28亿,1710.47亿,33.04万亿
928,H50024,沪可选红,11804.53,-0.42,1.28,2,SH,14.01,估值中等,中证指数,-49.99,11856.28,11755.53,0.00,0.86,4.32亿,69.13亿,9911.92亿
929,000072,工业等权,3283.42,0.01,1.28,1,SH,18.65,估值中等,上证指数,0.34,3288.84,3261.77,0.00,1.45,70.36亿,751.02亿,5.54万亿
930,000034,上证工业,2333.96,-0.08,1.28,1,SH,18.65,估值中等,上证指数,-1.97,2337.83,2322.30,0.00,1.45,70.36亿,751.02亿,5.54万亿
931,399354,分析师指,8426.14,-0.42,1.28,0,SZ,12.77,估值较低,深证指数,-35.17,8450.78,8402.70,0.00,0.86,83.61亿,3128.77亿,31.79万亿
932,931402,证券先锋,1845.91,-0.74,1.28,2,CSI,14.78,估值较低,中证指数,-13.71,1860.21,1841.82,0.00,0.72,22.07亿,255.76亿,3.52万亿
933,932686,智选盈利价值等权,-,0.00,1.28,2,CSI,11.53,估值中等,中证指数,0.00,-,-,0.00,-,-,-,5.20万亿
934,399966,800证保,5854.55,-0.63,1.27,0,SZ,10.06,估值较低,深证指数,-37.20,5885.75,5840.89,0.00,0.73,24.16亿,340.39亿,6.51万亿
935,399975,证券公司,759.18,-0.76,1.27,0,SZ,14.89,估值较低,深证指数,-5.79,765.04,757.41,0.00,0.72,22.61亿,259.14亿,3.56万亿
936,H30588,中证证保,994.37,-0.63,1.27,2,CSI,10.07,估值较低,中证指数,-6.31,999.66,992.06,0.00,0.73,24.33亿,341.88亿,6.53万亿
937,399707,CSSW证券,5826.19,-0.76,1.27,0,SZ,14.92,估值较低,深证指数,-44.35,5871.16,5812.58,0.00,0.71,22.96亿,261.25亿,3.58万亿
938,H50052,上国改革,2016.55,-0.27,1.27,2,SH,12.96,估值较低,中证指数,-5.50,2019.49,2005.20,0.00,0.92,42.96亿,1004.00亿,12.88万亿
939,H30035,300非银,9788.32,-0.60,1.27,2,CSI,9.58,估值较低,中证指数,-59.22,9830.55,9764.81,0.00,0.72,15.16亿,278.43亿,5.92万亿
940,000849,300非银,9788.32,-0.60,1.27,1,SH,9.58,估值较低,上证指数,-59.22,9830.55,9764.81,0.00,0.72,15.16亿,278.43亿,5.92万亿
941,000007,公用指数,4901.54,0.77,1.26,1,SH,19.15,估值中等,上证指数,37.47,4917.04,4861.45,0.00,1.35,103.78亿,693.95亿,4.11万亿
942,931465,300ESG领先,1233.88,-0.39,1.26,2,CSI,11.86,估值较低,中证指数,-4.85,1237.87,1229.82,0.00,0.90,65.29亿,2434.30亿,36.22万亿
943,932039,央企股东回报,1703.77,0.13,1.25,2,CSI,13.23,估值较低,中证指数,2.20,1709.59,1695.35,0.00,0.87,34.60亿,450.37亿,13.06万亿
944,931479,证券保险,935.14,-0.70,1.25,2,CSI,9.34,估值较低,中证指数,-6.56,939.67,933.02,0.00,0.75,17.31亿,290.82亿,5.77万亿
945,931412,证券公司30,1443.68,-0.82,1.25,2,CSI,13.61,估值较低,中证指数,-11.92,1454.93,1440.33,0.00,0.74,17.16亿,225.44亿,3.03万亿
946,000150,380红利,12520.51,-0.30,1.24,1,SH,18.25,估值较低,上证指数,-38.03,12659.85,12453.37,0.00,0.79,8.52亿,104.30亿,9084.21亿
947,000100,上证F500,6219.67,-0.06,1.23,1,SH,13.28,估值较低,上证指数,-3.61,6235.81,6190.48,0.00,1.07,332.06亿,5326.96亿,57.89万亿
948,000044,上证中盘,4759.97,-0.13,1.23,1,SH,13.30,估值较低,上证指数,-5.98,4765.05,4732.64,0.00,1.14,112.66亿,1928.24亿,21.81万亿
949,000130,380波动,13701.68,0.01,1.23,1,SH,18.26,估值中等,上证指数,2.00,13804.24,13645.77,0.00,1.15,47.39亿,344.46亿,2.62万亿
950,950081,180碳效,1820.60,-0.23,1.23,2,CSI,12.25,估值较低,中证指数,-4.14,1820.74,1806.39,0.00,1.03,158.85亿,3706.38亿,49.86万亿
951,000093,180分层,12650.88,0.23,1.22,1,SH,12.25,估值较低,上证指数,29.52,12654.37,12570.13,0.00,1.03,163.15亿,3740.29亿,50.27万亿
952,000053,180基本,12176.98,-0.12,1.22,1,SH,12.25,估值较低,上证指数,-15.13,12211.24,12135.02,0.00,1.03,163.15亿,3740.29亿,50.27万亿
953,000051,180等权,9670.54,-0.14,1.22,1,SH,12.25,估值较低,上证指数,-13.43,9680.13,9617.94,0.00,1.03,163.15亿,3740.29亿,50.27万亿
954,000010,上证180,10301.52,-0.55,1.22,1,SH,12.25,估值较低,上证指数,-57.43,10317.63,10242.96,0.00,1.03,163.15亿,3740.29亿,50.27万亿
955,000052,50基本,2825.70,-0.21,1.22,1,SH,11.55,估值较低,上证指数,-6.00,2835.59,2818.93,0.00,0.85,50.50亿,1812.05亿,28.46万亿
956,000050,50等权,2386.81,-0.87,1.22,1,SH,11.55,估值较低,上证指数,-21.01,2398.38,2378.55,0.00,0.85,50.50亿,1812.05亿,28.46万亿
957,000016,上证50,3003.58,-0.85,1.22,1,SH,11.55,估值较低,上证指数,-25.61,3015.41,2990.01,0.00,0.85,50.50亿,1812.05亿,28.46万亿
958,399297,新浪100,6412.25,0.70,1.21,0,SZ,19.72,估值中等,深证指数,44.58,6421.70,6345.12,0.00,0.92,22.86亿,184.12亿,9214.39亿
959,H50003,180工业,1967.36,-0.06,1.21,2,SH,18.10,估值中等,中证指数,-1.09,1970.97,1957.42,0.00,1.48,61.57亿,672.91亿,4.93万亿
960,000155,市值百强,3290.21,-0.70,1.21,1,SH,11.79,估值较低,上证指数,-23.16,3298.90,3274.02,0.00,0.86,95.85亿,2873.26亿,42.87万亿
961,931852,每经品牌100,1066.28,-0.42,1.21,2,CSI,11.85,估值较低,中证指数,-4.52,1070.92,1061.85,0.00,0.86,74.05亿,1639.26亿,47.30万亿
962,950105,上证证券,1225.83,-0.71,1.20,2,SH,14.53,估值较低,中证指数,-8.75,1235.32,1223.74,0.00,0.73,13.85亿,155.58亿,2.50万亿
963,000025,180基建,1750.20,0.24,1.19,1,SH,14.39,估值中等,上证指数,4.26,1756.55,1741.01,0.00,1.53,52.42亿,326.48亿,6.43万亿
964,000027,180运输,796.91,1.56,1.19,1,SH,14.57,估值中等,上证指数,12.21,799.34,780.75,0.00,1.14,9.25亿,99.54亿,1.32万亿
965,H50011,沪环渤海,3350.94,-0.19,1.18,2,SH,11.36,估值较低,中证指数,-6.29,3370.29,3339.99,0.00,0.88,35.41亿,886.81亿,16.02万亿
966,H11164,中证香港300港币,2358.21,-0.82,1.18,2,CSI,12.23,估值较低,中证指数,-19.60,2364.52,2346.92,0.00,0.88,71.87亿,1614.65亿,54.54万亿
967,801040,钢铁(申万),2720.26,-0.06,1.18,62,SWI,35.74,估值较低,申万一级行业,-1.58,2721.96,2685.29,0.00,0.87,25.81亿,138.39亿,1.05万亿
968,000926,中证央企,2485.61,0.44,1.17,1,CSI,13.01,估值中等,上证指数,10.83,2486.13,2465.63,0.00,1.19,266.23亿,3874.89亿,40.46万亿
969,000060,全R价值,4492.48,-0.06,1.17,1,SH,12.72,估值较低,上证指数,-2.77,4501.10,4471.10,0.00,1.09,292.90亿,4943.72亿,50.26万亿
970,H11120,香港中盘精选,3018.35,-0.24,1.17,2,CSI,11.98,估值较低,中证指数,-7.34,3021.07,2991.51,0.00,1.00,22.87亿,332.66亿,7.97万亿
971,000048,责任指数,1405.79,-0.16,1.16,1,SH,10.93,估值较低,上证指数,-2.24,1408.69,1401.26,0.00,0.88,37.84亿,817.67亿,14.60万亿
972,H50069,港股通,3788.18,-0.96,1.16,2,SH,12.73,估值较低,中证指数,-36.59,3798.37,3771.16,0.00,0.94,104.81亿,1987.84亿,63.16万亿
973,930930,港股综合港元,3787.82,-0.94,1.16,2,CSI,12.73,估值较低,中证指数,-36.06,3797.52,3770.65,0.00,0.94,104.81亿,1987.84亿,63.16万亿
974,931372,浙江国资,2498.60,-0.45,1.16,2,CSI,12.28,估值较低,中证指数,-11.23,2516.65,2493.04,0.00,0.89,18.48亿,183.17亿,1.29万亿
975,930606,中证钢铁,1172.53,0.29,1.15,2,CSI,67.96,估值较低,中证指数,3.39,1173.67,1156.75,0.00,0.92,26.81亿,156.03亿,1.01万亿
976,000019,治理指数,1239.73,0.03,1.15,1,SH,11.18,估值中等,上证指数,0.35,1240.33,1233.10,0.00,0.91,98.35亿,1968.92亿,36.51万亿
977,399240,金融指数,1518.98,-0.77,1.15,0,SZ,12.09,估值较低,深证指数,-11.81,1530.94,1514.51,0.00,0.71,16.01亿,208.31亿,2.15万亿
978,000056,上证国企,1253.25,-0.14,1.15,1,SH,10.43,估值较低,上证指数,-1.79,1256.26,1246.56,0.00,0.86,68.49亿,1367.64亿,32.06万亿
979,930957,港股通中国100港元,3783.93,-0.49,1.15,2,CSI,10.79,估值较低,中证指数,-18.67,3795.66,3766.97,0.00,0.79,35.66亿,1015.65亿,39.13万亿
980,931088,180 ESG,1387.17,-0.35,1.15,2,CSI,11.43,估值较低,中证指数,-4.91,1388.91,1380.21,0.00,1.04,145.75亿,2934.89亿,45.47万亿
981,H11100,香港100港元,2323.73,-0.92,1.14,2,CSI,11.28,估值较低,中证指数,-21.63,2330.79,2314.17,0.00,0.79,35.16亿,1140.81亿,41.23万亿
982,932216,香港100净收益,4397.61,-0.92,1.14,2,CSI,11.28,估值较低,中证指数,-40.92,4410.98,4379.53,0.00,0.79,35.16亿,1140.81亿,41.23万亿
983,H30332,香港50港币,2388.81,-0.93,1.13,2,CSI,11.16,估值较低,中证指数,-22.43,2396.32,2379.07,0.00,0.78,20.80亿,927.40亿,32.74万亿
984,H11123,香港内地50港元,2972.48,-0.33,1.12,2,CSI,10.37,估值较低,中证指数,-9.82,2981.84,2955.77,0.00,0.79,24.07亿,922.30亿,31.83万亿
985,000021,180治理,1068.96,0.00,1.11,1,SH,10.62,估值较低,上证指数,0.02,1069.33,1063.34,0.00,0.89,72.02亿,1447.92亿,34.00万亿
986,000806,消费服务,8216.02,-1.02,1.11,1,SH,10.57,估值较低,上证指数,-84.91,8276.94,8199.48,0.00,0.88,48.35亿,1512.46亿,26.49万亿
987,930927,CR基石,12068.85,0.03,1.11,2,CSI,10.87,估值较低,中证指数,4.11,12129.10,12016.13,0.00,0.99,186.08亿,2335.71亿,46.35万亿
988,930746,港中小企港元,2720.73,-0.16,1.11,2,CSI,33.06,估值较低,中证指数,-4.35,2722.32,2698.69,0.00,0.89,24.56亿,307.33亿,5.41万亿
